rank,lemma,pos,popularity_count,pos_majority_ratio
1906,invierno,NOUN,45,0.977778
1907,piso,NOUN,45,1.0
1908,adaptar,VERB,45,1.0
1909,impacto,NOUN,45,0.977778
1911,conectar,VERB,45,0.977778
1912,vital,ADJ,45,1.0
1913,castillo,NOUN,45,0.777778
1915,discusión,NOUN,45,1.0
1916,atravesar,VERB,45,1.0
1917,decreto,NOUN,45,1.0
1918,comandante,NOUN,45,0.977778
1919,editorial,NOUN,45,0.6
1920,corrupción,NOUN,45,1.0
1922,liberal,ADJ,45,0.511111
1923,fórmula,NOUN,45,0.911111
1924,filial,NOUN,45,0.911111
1925,celebración,NOUN,45,1.0
1926,fila,NOUN,45,1.0
1927,marido,NOUN,45,1.0
1928,duelo,NOUN,45,1.0
1929,preocupación,NOUN,45,1.0
1930,combatir,VERB,45,1.0
1934,imperio,NOUN,44,0.659091
1935,grabación,NOUN,44,1.0
1936,pintura,NOUN,44,1.0
1937,comunista,ADJ,44,0.590909
1938,longitud,NOUN,44,1.0
1940,promoción,NOUN,44,1.0
1941,técnica,NOUN,44,0.931818
1942,agricultura,NOUN,44,0.931818
1943,pronunciar,VERB,44,1.0
1944,recuperación,NOUN,44,1.0
1945,obligación,NOUN,44,1.0
1946,idioma,NOUN,44,1.0
1947,audiencia,NOUN,44,0.840909
1948,chica,NOUN,44,0.909091
1949,príncipe,NOUN,44,0.704545
1950,horario,NOUN,44,0.863636
1951,carecer,VERB,44,1.0
1952,parar,VERB,44,0.977273
1953,autonómico,ADJ,44,0.977273
1954,grano,NOUN,44,1.0
1955,alza,NOUN,44,1.0
1956,partidario,ADJ,44,0.75
1957,bancario,ADJ,44,1.0
1963,lago,NOUN,43,0.883721
1964,baloncesto,NOUN,43,0.930233
1965,filosofía,NOUN,43,0.930233
1966,alma,NOUN,43,0.790698
1967,dimensión,NOUN,43,1.0
1969,modificar,VERB,43,1.0
1970,obispo,NOUN,43,0.976744
1971,descanso,NOUN,43,1.0
1972,colección,NOUN,43,1.0
1973,bosque,NOUN,43,0.837209
1974,plataforma,NOUN,43,1.0
1975,aparición,NOUN,43,1.0
1976,escándalo,NOUN,43,0.953488
1977,exponer,VERB,43,1.0
1978,ideal,ADJ,43,0.581395
1979,residencia,NOUN,43,0.976744
1980,regla,NOUN,43,1.0
1981,cielo,NOUN,43,0.953488
1982,centenar,NOUN,43,1.0
1983,juzgar,VERB,43,0.976744
1984,militante,NOUN,43,0.906977
1985,suspensión,NOUN,43,1.0
1986,dimisión,NOUN,43,1.0
1987,delante,ADV,43,1.0
1988,revisión,NOUN,43,1.0
1989,analista,NOUN,43,1.0
1994,conductividad,NOUN,43,1.0
1995,mandar,VERB,42,0.97619
1996,alumno,NOUN,42,0.97619
1998,conformar,VERB,42,0.97619
1999,sanitario,ADJ,42,0.97619
2000,corriente,NOUN,42,0.690476
2001,constitución,NOUN,42,0.857143
2002,aspirar,VERB,42,1.0
2003,químico,ADJ,42,0.904762
2004,tramo,NOUN,42,1.0
2005,regular,ADJ,42,0.52381
2006,tensión,NOUN,42,1.0
2007,integración,NOUN,42,1.0
2008,potencia,NOUN,42,0.97619
2009,cierre,NOUN,42,1.0
2010,relacionar,VERB,42,1.0
2012,entrega,NOUN,42,0.97619
2013,vacío,ADJ,42,0.571429
2014,solitario,ADJ,42,0.714286
2015,guardia,NOUN,42,0.785714
2016,judío,ADJ,42,0.571429
2017,fundación,NOUN,42,0.857143
2018,reconocimiento,NOUN,42,0.952381
2020,tarjeta,NOUN,42,1.0
2021,descender,VERB,42,1.0
2022,salvar,VERB,42,1.0
2023,concesión,NOUN,42,1.0
2024,laboratorio,NOUN,42,0.928571
2025,denominado,ADJ,42,0.904762
2026,teoría,NOUN,42,0.97619
2027,ventana,NOUN,42,0.952381
2028,preocupar,VERB,42,1.0
2029,dominar,VERB,42,1.0
2030,madrugada,NOUN,42,1.0
2031,cuidado,NOUN,42,0.833333
2032,practicar,VERB,42,1.0
2033,billón,NOUN,42,1.0
2041,lunes,NOUN,42,1.0
2042,sangre,NOUN,41,0.95122
2043,propósito,NOUN,41,1.0
2044,resistencia,NOUN,41,1.0
2045,jamás,ADV,41,1.0
2046,avenida,NOUN,41,0.609756
2047,católico,ADJ,41,0.609756
2048,solamente,ADV,41,0.97561
2050,brillante,ADJ,41,0.95122
2051,dominio,NOUN,41,1.0
2052,extraordinario,ADJ,41,0.97561
2053,visión,NOUN,41,1.0
2054,tecnológico,ADJ,41,0.97561
2055,perro,NOUN,41,0.926829
2056,taller,NOUN,41,0.95122
2057,salón,NOUN,41,0.926829
2058,castellano,NOUN,41,0.560976
2059,proclamar,VERB,41,1.0
2060,musulmán,ADJ,41,0.536585
2062,oscuro,ADJ,41,1.0
2063,dirigido,ADJ,41,0.97561
2064,notable,ADJ,41,0.97561
2065,gana,NOUN,41,0.97561
2066,argumento,NOUN,41,1.0
2067,postura,NOUN,41,0.97561
2068,transmitir,VERB,41,1.0
2069,fabricante,NOUN,41,0.926829
2071,detenido,ADJ,41,0.560976
2072,argumentar,VERB,41,1.0
2073,detectar,VERB,41,1.0
2074,virus,NOUN,41,1.0
2075,pared,NOUN,41,1.0
2076,significativo,ADJ,41,0.97561
2077,submarino,NOUN,41,0.853659
2078,orgánico,ADJ,41,1.0
2079,encuesta,NOUN,41,1.0
2080,presentado,ADJ,41,1.0
2083,federación,NOUN,40,0.675
2084,falso,ADJ,40,0.925
2085,fe,NOUN,40,0.725
2086,aun,ADV,40,0.8
2087,buque,NOUN,40,1.0
2088,asamblea,NOUN,40,0.875
2090,anotar,VERB,40,1.0
2091,extensión,NOUN,40,1.0
2092,operativo,ADJ,40,0.8
2093,ciclo,NOUN,40,0.975
2094,distribuir,VERB,40,1.0
2095,sueco,ADJ,40,0.675
2096,despedir,VERB,40,1.0
2097,potencial,NOUN,40,0.775
2099,fenómeno,NOUN,40,1.0
2100,componente,NOUN,40,0.95
2101,probable,ADJ,40,1.0
2102,orquesta,NOUN,40,0.9
2103,inmigrante,NOUN,40,0.925
2104,colonia,NOUN,40,0.975
2105,tardar,VERB,40,0.95
2106,terminal,NOUN,40,0.775
2107,punta,NOUN,40,0.75
2108,nave,NOUN,40,1.0
2109,emisión,NOUN,40,1.0
2110,rodar,VERB,40,1.0
2111,kilo,NOUN,40,1.0
2112,consolidar,VERB,40,1.0
2114,típico,ADJ,40,0.95
2115,sensación,NOUN,40,1.0
2116,capítulo,NOUN,40,1.0
2117,valorar,VERB,40,1.0
2118,suizo,ADJ,40,0.775
2119,mecanismo,NOUN,40,1.0
2120,poderoso,ADJ,40,0.925
2121,patronal,NOUN,40,0.825
2122,liderar,VERB,40,1.0
2123,dado,NOUN,40,0.6
2124,explosión,NOUN,40,1.0
2130,penal,ADJ,39,0.615385
2131,monte,NOUN,39,0.512821
2132,moda,NOUN,39,0.974359
2133,robar,VERB,39,1.0
2134,excepción,NOUN,39,0.974359
2135,inicialmente,ADV,39,1.0
2136,acerca,ADV,39,0.974359
2138,emperador,NOUN,39,0.974359
2139,máquina,NOUN,39,1.0
2140,gusto,NOUN,39,0.923077
2141,ritmo,NOUN,39,1.0
2142,decisivo,ADJ,39,0.974359
2143,disciplina,NOUN,39,1.0
2144,escala,NOUN,39,1.0
2145,recurrir,VERB,39,1.0
2146,únicamente,ADV,39,1.0
2147,debut,NOUN,39,0.923077
2148,tirar,VERB,39,1.0
2149,nuevamente,ADV,39,1.0
2151,gobernante,NOUN,39,0.974359
2152,relativo,ADJ,39,0.974359
2153,organizado,ADJ,39,1.0
2154,ejecutar,VERB,39,1.0
2156,opositor,NOUN,39,0.641026
2157,caracterizar,VERB,39,1.0
2158,amenazar,VERB,39,0.974359
2159,constitucional,ADJ,39,0.923077
2160,caro,ADJ,39,0.871795
2161,valer,VERB,39,0.974359
2162,adecuado,ADJ,39,0.974359
2163,continuación,NOUN,39,1.0
2164,tarifa,NOUN,39,0.974359
2165,radical,ADJ,39,0.820513
2166,estratégico,ADJ,39,0.974359
2167,concentrar,VERB,39,1.0
2168,proporcionar,VERB,39,1.0
2169,registro,NOUN,39,1.0
2170,simplemente,ADV,39,1.0
2171,mediodía,NOUN,39,0.871795
2172,aprobado,ADJ,39,0.923077
2176,realizado,ADJ,39,1.0
2178,debutar,VERB,38,1.0
2180,permiso,NOUN,38,1.0
2181,externo,ADJ,38,0.973684
2182,garantía,NOUN,38,1.0
2183,depósito,NOUN,38,0.973684
2184,testigo,NOUN,38,1.0
2185,acontecimiento,NOUN,38,1.0
2186,composición,NOUN,38,1.0
2187,entrenar,VERB,38,1.0
2188,consciente,ADJ,38,0.894737
2189,salto,NOUN,38,0.921053
2190,sindical,ADJ,38,0.973684
2191,cultivo,NOUN,38,1.0
2192,regalo,NOUN,38,0.973684
2194,experimentar,VERB,38,1.0
2195,atraer,VERB,38,0.973684
2196,petróleo,NOUN,38,0.947368
2197,apuesta,NOUN,38,1.0
2198,sentar,VERB,38,1.0
2200,frase,NOUN,38,1.0
2201,canciller,NOUN,38,1.0
2203,intercambio,NOUN,38,1.0
2204,acusación,NOUN,38,1.0
2205,puro,ADJ,38,0.894737
2206,veterano,NOUN,38,0.736842
2207,corredor,NOUN,38,0.947368
2208,destacado,ADJ,38,1.0
2209,semifinal,NOUN,38,0.973684
2210,conclusión,NOUN,38,1.0
2211,octavo,ADJ,38,0.657895
2212,mandato,NOUN,38,1.0
2219,señora,NOUN,37,0.72973
2220,respectivo,ADJ,37,0.972973
2221,caber,VERB,37,1.0
2222,específico,ADJ,37,0.945946
2224,ocupación,NOUN,37,1.0
2225,sexto,ADJ,37,0.864865
2226,fracaso,NOUN,37,1.0
2227,pintor,NOUN,37,0.972973
2228,autorizar,VERB,37,1.0
2229,cerrado,ADJ,37,0.972973
2230,ordenador,NOUN,37,1.0
2231,limpio,ADJ,37,1.0
2232,dispositivo,NOUN,37,1.0
2233,regalar,VERB,37,1.0
2234,comparación,NOUN,37,1.0
2235,biblioteca,NOUN,37,0.810811
2236,generalmente,ADV,37,1.0
2237,evidente,ADJ,37,1.0
2238,desierto,NOUN,37,0.810811
2239,temporal,ADJ,37,0.837838
2240,prometer,VERB,37,1.0
2241,disputa,NOUN,37,1.0
2242,metálico,ADJ,37,0.972973
2243,satisfecho,ADJ,37,1.0
2244,barato,ADJ,37,0.972973
2245,preparación,NOUN,37,1.0
2247,media,NOUN,37,0.648649
2248,calcular,VERB,37,1.0
2249,bordo,NOUN,37,0.945946
2250,recorrer,VERB,37,1.0
2251,exigencia,NOUN,37,1.0
2252,flota,NOUN,37,1.0
2254,filme,NOUN,37,1.0
2255,inmediatamente,ADV,37,1.0
2256,parcial,ADJ,37,0.945946
2257,práctico,ADJ,37,0.864865
2258,australiano,ADJ,37,0.675676
2264,análisis,NOUN,36,0.972222
2265,recinto,NOUN,36,1.0
2267,sujeto,NOUN,36,0.527778
2268,duración,NOUN,36,1.0
2269,literatura,NOUN,36,0.944444
2270,imaginar,VERB,36,1.0
2271,recorrido,NOUN,36,0.972222
2272,resaltar,VERB,36,1.0
2274,disparar,VERB,36,1.0
2275,interpretación,NOUN,36,0.944444
2276,fallo,NOUN,36,1.0
2277,expulsar,VERB,36,1.0
2278,claramente,ADV,36,1.0
2279,confesar,VERB,36,1.0
2280,disminuir,VERB,36,1.0
2281,pantalla,NOUN,36,1.0
2282,asesinar,VERB,36,1.0
2283,fruto,NOUN,36,1.0
2284,convencer,VERB,36,1.0
2285,tratado,NOUN,36,0.805556
2286,polémica,NOUN,36,0.861111
2287,dormir,VERB,36,1.0
2288,presidir,VERB,36,1.0
2289,catedral,NOUN,36,0.805556
2290,acumular,VERB,36,1.0
2291,académico,ADJ,36,0.666667
2292,humor,NOUN,36,1.0
2293,invertir,VERB,36,1.0
2294,terrorismo,NOUN,36,0.972222
2295,anteriormente,ADV,36,1.0
2296,correcto,ADJ,36,0.972222
2297,viento,NOUN,36,1.0
2298,gigante,NOUN,36,0.638889
2299,abordar,VERB,36,1.0
2301,escoger,VERB,36,1.0
2302,desconocido,ADJ,36,0.805556
2303,agradable,ADJ,36,1.0
2304,esencial,ADJ,36,1.0
2305,solidaridad,NOUN,36,0.916667
2306,fallecido,ADJ,36,0.944444
2307,formado,ADJ,36,1.0
2308,árbitro,NOUN,36,0.972222
2322,sábado,NOUN,36,1.0
2324,centrocampista,NOUN,35,1.0
2325,educativo,ADJ,35,0.971429
2326,lujo,NOUN,35,1.0
2327,funcionamiento,NOUN,35,1.0
2328,hierro,NOUN,35,0.571429
2329,ubicado,ADJ,35,0.971429
2330,botánico,ADJ,35,0.571429
2331,ganado,NOUN,35,0.857143
2332,leyenda,NOUN,35,1.0
2333,ensayo,NOUN,35,0.942857
2334,apreciar,VERB,35,1.0
2335,estancia,NOUN,35,1.0
2336,boda,NOUN,35,1.0
2337,solucionar,VERB,35,1.0
2339,registrado,ADJ,35,0.971429
2340,presidenta,NOUN,35,1.0
2341,conciencia,NOUN,35,0.971429
2342,bloque,NOUN,35,0.942857
2343,emisora,NOUN,35,0.942857
2344,sonar,VERB,35,1.0
2345,provincial,ADJ,35,0.8
2346,batería,NOUN,35,1.0
2347,combustible,NOUN,35,0.914286
2348,instrucción,NOUN,35,0.885714
2349,homenaje,NOUN,35,1.0
2350,personalidad,NOUN,35,1.0
2351,traducir,VERB,35,1.0
2352,perfectamente,ADV,35,1.0
2353,herida,NOUN,35,1.0
2354,avisar,VERB,35,1.0
2355,manual,ADJ,35,0.685714
2356,trayectoria,NOUN,35,1.0
2357,agrícola,ADJ,35,0.942857
2358,cartel,NOUN,35,1.0
2359,legislativo,ADJ,35,1.0
2360,ilusión,NOUN,35,1.0
2361,respaldo,NOUN,35,1.0
2362,sexo,NOUN,35,0.971429
2368,martes,NOUN,35,0.971429
2370,constar,VERB,34,0.970588
2371,coger,VERB,34,1.0
2373,planeta,NOUN,34,0.970588
2374,busca,NOUN,34,0.941176
2375,turco,ADJ,34,0.705882
2376,observador,NOUN,34,0.882353
2377,escudo,NOUN,34,0.970588
2378,conquistar,VERB,34,1.0
2380,raro,ADJ,34,1.0
2382,religión,NOUN,34,1.0
2383,primario,ADJ,34,0.941176
2384,ropa,NOUN,34,1.0
2385,maniobra,NOUN,34,1.0
2386,masculino,ADJ,34,0.970588
2387,danés,ADJ,34,0.764706
2388,guión,NOUN,34,1.0
2389,atractivo,ADJ,34,0.705882
2391,incorporación,NOUN,34,1.0
2392,repartir,VERB,34,1.0
2393,perfecto,ADJ,34,1.0
2394,rápidamente,ADV,34,1.0
2395,electricidad,NOUN,34,0.941176
2397,juventud,NOUN,34,0.852941
2398,grito,NOUN,34,0.911765
2399,continente,NOUN,34,1.0
2400,dudar,VERB,34,0.941176
2401,foro,NOUN,34,0.852941
2402,aventura,NOUN,34,0.941176
2403,paralelo,ADJ,34,0.823529
2404,guitarra,NOUN,34,0.970588
2405,herramienta,NOUN,34,1.0
2407,progreso,NOUN,34,0.941176
2409,sombra,NOUN,34,0.970588
2410,espectacular,ADJ,34,1.0
2411,talento,NOUN,34,1.0
2412,poesía,NOUN,34,1.0
2413,cubierto,ADJ,34,0.882353
2414,macho,NOUN,34,0.970588
2415,accionista,NOUN,34,0.970588
2416,esquina,NOUN,34,1.0
2417,leche,NOUN,34,1.0
2418,temer,VERB,34,1.0
2419,ala,NOUN,34,1.0
2420,cortar,VERB,34,1.0
2421,adulto,NOUN,34,0.529412
2422,preparado,ADJ,34,0.970588
2423,convenio,NOUN,34,1.0
2424,concejal,NOUN,34,1.0
2425,séptimo,ADJ,34,0.882353
2426,votación,NOUN,34,1.0
2427,eficaz,ADJ,34,1.0
2428,empresarial,ADJ,34,1.0
2429,emergencia,NOUN,34,1.0
2431,etarra,NOUN,34,0.558824
2436,eliminatoria,NOUN,33,1.0
2437,jugada,NOUN,33,1.0
2438,sabor,NOUN,33,0.969697
2441,originalmente,ADV,33,1.0
2442,renovar,VERB,33,1.0
2443,múltiple,ADJ,33,0.969697
2444,arena,NOUN,33,0.757576
2445,desconocer,VERB,33,1.0
2446,cápita,NOUN,33,0.939394
2447,gestionar,VERB,33,1.0
2449,normativa,NOUN,33,1.0
2450,casco,NOUN,33,0.969697
2451,vigente,ADJ,33,1.0
2452,mirada,NOUN,33,1.0
2453,aerolínea,NOUN,33,1.0
2454,masivo,ADJ,33,0.939394
2456,espíritu,NOUN,33,0.969697
2457,literario,ADJ,33,1.0
2459,relacionado,ADJ,33,0.969697
2460,adicional,ADJ,33,1.0
2461,ceremonia,NOUN,33,1.0
2462,ahorro,NOUN,33,1.0
2463,multinacional,NOUN,33,0.727273
2464,meta,NOUN,33,0.969697
2465,ánimo,NOUN,33,1.0
2466,reflejar,VERB,33,1.0
2467,reloj,NOUN,33,0.939394
2468,residente,NOUN,33,0.575758
2469,polímero,NOUN,33,1.0
2470,dedicado,ADJ,33,1.0
2471,complicado,ADJ,33,1.0
2472,transportar,VERB,33,1.0
2473,soberanía,NOUN,33,1.0
2481,horas,NOUN,33,0.969697
2482,enterar,VERB,32,0.96875
2483,soviético,ADJ,32,0.875
2484,primo,ADJ,32,0.53125
2485,alzar,VERB,32,1.0
2486,tono,NOUN,32,1.0
2487,videojuego,NOUN,32,1.0
2488,amistad,NOUN,32,0.90625
2489,manifiesto,NOUN,32,0.90625
2490,satisfacción,NOUN,32,1.0
2491,formato,NOUN,32,0.96875
2492,equilibrio,NOUN,32,1.0
2493,transferencia,NOUN,32,1.0
2494,originar,VERB,32,1.0
2495,igualmente,ADV,32,1.0
2498,calor,NOUN,32,1.0
2499,evaluar,VERB,32,1.0
2500,gubernamental,ADJ,32,1.0
2501,global,ADJ,32,0.9375
2502,costumbre,NOUN,32,1.0
2504,asociar,VERB,32,1.0
2505,gráfico,ADJ,32,0.5625
2507,censura,NOUN,32,1.0
2508,institucional,ADJ,32,0.96875
2509,individuo,NOUN,32,1.0
2510,marcado,ADJ,32,0.96875
2511,rechazo,NOUN,32,1.0
2512,telefónico,ADJ,32,1.0
2513,espada,NOUN,32,1.0
2514,profundidad,NOUN,32,1.0
2515,montar,VERB,32,1.0
2516,enterrar,VERB,32,1.0
2517,prestación,NOUN,32,1.0
2518,oír,VERB,32,1.0
2519,perfil,NOUN,32,1.0
2520,feliz,ADJ,32,0.96875
2521,autobús,NOUN,32,1.0
2523,experimento,NOUN,32,1.0
2524,circulación,NOUN,32,1.0
2525,digital,ADJ,32,0.875
2526,autopista,NOUN,32,0.9375
2527,telecomunicación,NOUN,32,1.0
2528,comando,NOUN,32,0.90625
2529,oponer,VERB,32,1.0
2530,eje,NOUN,32,0.96875
2531,asistente,NOUN,32,0.84375
2532,seguido,ADJ,32,1.0
2533,agresión,NOUN,32,1.0
2534,ciclista,NOUN,32,0.78125
2535,creado,ADJ,32,1.0
2536,rebajar,VERB,32,1.0
2537,integrado,ADJ,32,0.96875
2538,asalto,NOUN,32,1.0
2543,carburante,NOUN,32,1.0
2544,promesa,NOUN,31,1.0
2547,compositor,NOUN,31,1.0
2548,distinguir,VERB,31,1.0
2549,héroe,NOUN,31,0.870968
2550,marino,ADJ,31,0.451613
2551,comparar,VERB,31,1.0
2552,península,NOUN,31,0.741935
2553,derivar,VERB,31,1.0
2556,legislación,NOUN,31,0.967742
2557,medicina,NOUN,31,0.903226
2558,continuidad,NOUN,31,1.0
2559,autonomía,NOUN,31,1.0
2560,capilla,NOUN,31,0.903226
2561,especializado,ADJ,31,1.0
2562,procedimiento,NOUN,31,1.0
2563,manejar,VERB,31,1.0
2564,indio,NOUN,31,0.548387
2565,obrero,NOUN,31,0.612903
2567,expedición,NOUN,31,0.967742
2568,lector,NOUN,31,0.967742
2570,expansión,NOUN,31,1.0
2571,cama,NOUN,31,0.967742
2572,alimentar,VERB,31,1.0
2573,pan,NOUN,31,0.870968
2574,quemar,VERB,31,1.0
2575,lógico,ADJ,31,0.935484
2576,sobrevivir,VERB,31,1.0
2577,albergar,VERB,31,1.0
2578,aportación,NOUN,31,1.0
2579,continuo,ADJ,31,0.967742
2580,medir,VERB,31,0.967742
2581,agradecer,VERB,31,1.0
2582,integrante,NOUN,31,0.741935
2584,desplazar,VERB,31,1.0
2585,cadáver,NOUN,31,1.0
2586,nativo,ADJ,31,0.677419
2587,andar,VERB,31,0.967742
2588,mortal,ADJ,31,0.935484
2589,identidad,NOUN,31,1.0
2590,apelar,VERB,31,1.0
2591,rumor,NOUN,31,1.0
2592,puesta,NOUN,31,0.935484
2593,extraño,ADJ,31,0.870968
2594,auto,NOUN,31,0.935484
2595,marroquí,NOUN,31,0.516129
2596,inversor,NOUN,31,0.870968
2597,fama,NOUN,31,0.935484
2598,convencido,ADJ,31,1.0
2599,temor,NOUN,31,1.0
2600,biológico,ADJ,31,0.967742
2603,veces,NOUN,31,1.0
2610,humanidad,NOUN,30,0.966667
2611,favorable,ADJ,30,1.0
2614,ratificar,VERB,30,1.0
2615,restante,ADJ,30,0.866667
2616,curioso,ADJ,30,0.833333
2617,queja,NOUN,30,0.966667
2618,loco,ADJ,30,0.766667
2619,consumir,VERB,30,1.0
2621,seleccionar,VERB,30,0.966667
2622,viajero,NOUN,30,0.933333
2623,copia,NOUN,30,1.0
2624,encajar,VERB,30,1.0
2625,explosivo,NOUN,30,0.666667
2626,crudo,NOUN,30,0.7
2627,contento,ADJ,30,0.966667
2628,ficción,NOUN,30,1.0
2629,vestido,NOUN,30,0.5
2630,círculo,NOUN,30,1.0
2631,excepcional,ADJ,30,1.0
2632,conde,NOUN,30,0.733333
2633,lectura,NOUN,30,1.0
2634,pierna,NOUN,30,1.0
2635,quizás,ADV,30,1.0
2637,operador,NOUN,30,1.0
2639,aceite,NOUN,30,1.0
2640,diente,NOUN,30,1.0
2641,aparte,ADV,30,0.766667
2642,provisional,ADJ,30,0.9
2643,fiel,ADJ,30,0.766667
2645,seco,ADJ,30,0.833333
2646,destrucción,NOUN,30,1.0
2647,posesión,NOUN,30,1.0
2648,salario,NOUN,30,0.966667
2649,acompañado,ADJ,30,1.0
2650,rescate,NOUN,30,1.0
2651,conseller,NOUN,30,1.0
2652,administrativo,ADJ,30,0.966667
2653,promedio,NOUN,30,0.966667
2654,mecánico,ADJ,30,0.7
2655,perseguir,VERB,30,1.0
2656,financiar,VERB,30,1.0
2657,ferrocarril,NOUN,30,0.866667
2658,soportar,VERB,30,1.0
2659,discutir,VERB,30,1.0
2660,transición,NOUN,30,0.966667
2661,territorial,ADJ,30,0.966667
2663,finca,NOUN,30,1.0
2664,animar,VERB,30,0.966667
2665,milagro,NOUN,30,0.833333
2666,explicación,NOUN,30,1.0
2667,clasificar,VERB,30,1.0
2668,limpieza,NOUN,30,1.0
2669,atleta,NOUN,30,1.0
2670,rescatar,VERB,30,1.0
2671,consenso,NOUN,30,1.0
2672,temprano,ADJ,30,0.6
2673,sentimiento,NOUN,30,1.0
2674,poema,NOUN,30,1.0
2675,trámite,NOUN,30,0.966667
2676,manos,NOUN,30,0.933333
2677,ajuste,NOUN,30,1.0
2678,paquete,NOUN,30,1.0
2679,notar,VERB,30,0.9
2680,destinado,ADJ,30,1.0
2681,frenar,VERB,30,1.0
2682,perspectiva,NOUN,30,1.0
2683,fortalecer,VERB,30,1.0
2684,porcentaje,NOUN,30,1.0
2694,helicóptero,NOUN,29,1.0
2695,consorcio,NOUN,29,1.0
2697,proyectar,VERB,29,1.0
2698,sello,NOUN,29,1.0
2700,documentación,NOUN,29,1.0
2701,abajo,ADV,29,0.758621
2703,solar,NOUN,29,0.586207
2704,encantar,VERB,29,1.0
2706,estrecho,ADJ,29,0.517241
2707,historiador,NOUN,29,1.0
2708,cero,NOUN,29,0.551724
2709,perdido,ADJ,29,0.931034
2710,rendir,VERB,29,1.0
2711,cuenca,NOUN,29,0.862069
2713,bloquear,VERB,29,1.0
2714,definitivamente,ADV,29,1.0
2716,percibir,VERB,29,1.0
2717,llamada,NOUN,29,1.0
2718,captura,NOUN,29,0.896552
2719,reemplazar,VERB,29,1.0
2720,alegría,NOUN,29,1.0
2721,comisario,NOUN,29,1.0
2722,ejemplar,NOUN,29,0.793103
2723,consulta,NOUN,29,1.0
2724,nieve,NOUN,29,1.0
2726,votante,NOUN,29,0.965517
2727,ofensivo,ADJ,29,0.965517
2728,sugerir,VERB,29,1.0
2729,fijo,ADJ,29,0.965517
2730,triple,NOUN,29,0.62069
2731,cena,NOUN,29,0.862069
2734,juvenil,ADJ,29,0.827586
2735,contratar,VERB,29,1.0
2736,aspirante,NOUN,29,0.965517
2737,favorito,ADJ,29,0.62069
2739,definición,NOUN,29,1.0
2740,colega,NOUN,29,1.0
2741,propiciar,VERB,29,1.0
2742,estable,ADJ,29,1.0
2743,facilidad,NOUN,29,1.0
2744,maíz,NOUN,29,0.965517
2745,egipcio,ADJ,29,0.896552
2746,violar,VERB,29,1.0
2747,espalda,NOUN,29,1.0
2748,deportista,NOUN,29,1.0
2749,embajador,NOUN,29,1.0
2751,consideración,NOUN,29,1.0
2752,débil,ADJ,29,1.0
2753,austriaco,ADJ,29,0.827586
2754,robo,NOUN,29,0.965517
2755,quejar,VERB,29,1.0
2756,abogar,VERB,29,1.0
2757,bastar,VERB,29,1.0
2763,otra,NOUN,29,0.896552
2769,jueves,NOUN,29,1.0
2770,tenista,NOUN,28,1.0
2773,cinta,NOUN,28,0.964286
2775,administrar,VERB,28,1.0
2777,muro,NOUN,28,0.964286
2778,bonito,ADJ,28,0.964286
2779,fallar,VERB,28,1.0
2780,condena,NOUN,28,1.0
2781,popularidad,NOUN,28,1.0
2782,cosecha,NOUN,28,1.0
2783,petrolero,ADJ,28,0.607143
2785,borde,NOUN,28,0.857143
2786,lento,ADJ,28,1.0
2787,portero,NOUN,28,1.0
2788,bahía,NOUN,28,0.75
2789,brindar,VERB,28,1.0
2790,hab,NOUN,28,0.892857
2791,contratación,NOUN,28,1.0
2792,urgencia,NOUN,28,0.964286
2794,sustancia,NOUN,28,1.0
2795,mantenimiento,NOUN,28,1.0
2797,tesis,NOUN,28,0.964286
2798,cancha,NOUN,28,1.0
2799,convención,NOUN,28,0.892857
2800,mágico,ADJ,28,0.964286
2801,archivo,NOUN,28,0.857143
2802,convocatoria,NOUN,28,1.0
2803,participante,NOUN,28,0.714286
2804,sólido,ADJ,28,0.892857
2806,renovación,NOUN,28,1.0
2807,toma,NOUN,28,0.964286
2808,marcador,NOUN,28,1.0
2809,cañón,NOUN,28,0.964286
2810,respaldar,VERB,28,1.0
2811,elector,NOUN,28,0.964286
2812,completamente,ADV,28,1.0
2813,mandatario,NOUN,28,1.0
2814,teatral,ADJ,28,1.0
2815,dignidad,NOUN,28,1.0
2816,operadora,NOUN,28,0.964286
2817,secundario,ADJ,28,0.821429
2818,latinoamericano,ADJ,28,0.892857
2819,caza,NOUN,28,1.0
2820,contestar,VERB,28,1.0
2821,reducido,ADJ,28,0.964286
2822,decidido,ADJ,28,1.0
2823,firmado,ADJ,28,1.0
2824,refugiado,NOUN,28,0.964286
2831,denominación,NOUN,27,1.0
2832,frecuente,ADJ,27,0.925926
2833,patrimonio,NOUN,27,0.962963
2834,mezcla,NOUN,27,1.0
2835,conquista,NOUN,27,0.962963
2836,rendimiento,NOUN,27,1.0
2837,patente,NOUN,27,0.555556
2838,gasolina,NOUN,27,1.0
2839,visual,ADJ,27,0.925926
2840,virtud,NOUN,27,1.0
2841,descubrimiento,NOUN,27,0.962963
2842,llama,NOUN,27,0.888889
2843,creciente,ADJ,27,0.962963
2844,enlace,NOUN,27,0.962963
2846,nazi,ADJ,27,0.555556
2847,africano,ADJ,27,0.666667
2848,capturar,VERB,27,1.0
2849,noroeste,NOUN,27,0.777778
2850,ancho,NOUN,27,0.62963
2851,influir,VERB,27,1.0
2852,reto,NOUN,27,1.0
2853,gato,NOUN,27,0.925926
2854,autorización,NOUN,27,1.0
